movie_id,authority,rating









2066560,Egypt,All Ages





1008525,elCinema.com,Adults Only (18+)




1008372,elCinema.com,Adult Supervision



1006896,Egypt,All Ages






1955706,elCinema.com,Adult Supervision
1010804,elCinema.com,Adult Supervision

1002032,elCinema.com,Adults Only (18+)





1009029,elCinema.com,Family (all ages)

1005102,Egypt,All Ages

1665977,Egypt,All Ages


1005938,Egypt,All Ages
1335602,Egypt,All Ages
1010539,Egypt,All Ages
1001257,Egypt,All Ages


1210761,Egypt,All Ages

1004115,Egypt,All Ages
1001923,Egypt,All Ages
1002796,Egypt,All Ages


1010559,elCinema.com,Adult Supervision
1001422,Egypt,All Ages

1010227,elCinema.com,Family (all ages)
1010424,Egypt,All Ages
1004378,Egypt,All Ages


1029318,Egypt,All Ages


1000640,Egypt,All Ages

1001530,elCinema.com,Adult Supervision













1009055,elCinema.com,Adult Supervision
1008228,Egypt,All Ages
1010480,elCinema.com,Adult Supervision
1010499,elCinema.com,Adult Supervision
1011257,Egypt,All Ages
1053875,Egypt,All Ages
1000810,elCinema.com,Adult Supervision



1002174,Egypt,All Ages
1100710,elCinema.com,Family (all ages)
1006340,elCinema.com,Adult Supervision
1010964,Egypt,All Ages

1009367,elCinema.com,Family (all ages)

1003116,elCinema.com,Adult Supervision
1010786,Egypt,All Ages


1346252,elCinema.com,Adults Only (18+)

1010141,Egypt,All Ages
1000421,Egypt,All Ages
1631038,Egypt,All Ages
1003810,Egypt,All Ages
1010301,elCinema.com,Adult Supervision

1002707,elCinema.com,Adults Only (18+)

1010569,elCinema.com,Adults Only (18+)
1003656,Egypt,All Ages

1002268,Egypt,All Ages



1011275,Egypt,All Ages
1005097,Egypt,All Ages
1002407,Egypt,All Ages

1005147,Egypt,All Ages
1001451,Egypt,All Ages

1000969,Egypt,All Ages


1047932,Egypt,All Ages
1419719,Egypt,All Ages



1010674,Egypt,All Ages
1008439,Egypt,All Ages

1008437,elCinema.com,Adult Supervision

1008542,elCinema.com,Adult Supervision


2012610,Egypt,All Ages



1447267,Egypt,All Ages
1256501,Egypt,All Ages


1395721,Egypt,All Ages
1000717,Egypt,All Ages
1011439,elCinema.com,Family (all ages)
1011526,Egypt,All Ages

1007319,elCinema.com,Adult Supervision
1001782,elCinema.com,Adult Supervision
1010467,Egypt,All Ages

1009851,elCinema.com,Adult Supervision
1010587,elCinema.com,Adult Supervision


1001199,Egypt,All Ages





1001704,elCinema.com,Adult Supervision
1008251,elCinema.com,Adult Supervision



1817728,elCinema.com,Family (all ages)
1082595,Egypt,All Ages


1757537,elCinema.com,Family (all ages)

